resume_id,resume_text,resume_skills,experience_years,education_level,projects,certifications,job_role,required_skills,job_experience_required,job_description,skill_match_score,experience_match,education_match,final_score,shortlisted,similarity_score
R789,"Professional Summary:
Candidate with 10 years of experience.

Skills:
Deep Learning, Django, React

Experience:
- Collaborated with cross-functional teams

Projects:
- Developed a web application using Flask and React

Certifications:
None","Deep Learning, Django, React",10,PhD,Developed a web application using Flask and React,None,Frontend Developer,"React, TensorFlow, NLP",1,"We are hiring a Frontend Developer.
Required experience: 1 years.
Skills required: React, TensorFlow, NLP.",0.33,1,1,0.717518335,1,1
R790,"Professional Summary:
Candidate with 7 years of experience.

Skills:
Data Analysis, Excel, Node.js, Flask, SQL, C++, TensorFlow, NLP

Experience:
- Collaborated with cross-functional teams
- Worked on real-world data science projects
- Optimized model performance and accuracy

Projects:
- Designed scalable backend systems using Node.js
- Implemented deep learning models using TensorFlow
- Built a machine learning model for predicting customer churn

Certifications:
Google Data Analytics","Data Analysis, Excel, Node.js, Flask, SQL, C++, TensorFlow, NLP",7,PhD,Designed scalable backend systems using Node.js; Implemented deep learning models using TensorFlow; Built a machine learning model for predicting customer churn,Google Data Analytics,Software Engineer,"Cloud Computing, Flask, Python, PyTorch, Machine Learning, C++, Kubernetes",4,"We are hiring a Software Engineer.
Required experience: 4 years.
Skills required: Cloud Computing, Flask, Python, PyTorch, Machine Learning, C++, Kubernetes.",0.29,1,1,0.610291135,1,1
R791,"Professional Summary:
Candidate with 0 years of experience.

Skills:
Python, React, Flask, Kubernetes, Cloud Computing, Java, Power BI, TensorFlow

Experience:
- Worked on real-world data science projects
- Deployed applications using cloud services

Projects:
- Developed a web application using Flask and React
- Implemented deep learning models using TensorFlow

Certifications:
Google Data Analytics, AWS Certified","Python, React, Flask, Kubernetes, Cloud Computing, Java, Power BI, TensorFlow",0,Masters,Developed a web application using Flask and React; Implemented deep learning models using TensorFlow,"Google Data Analytics, AWS Certified",Backend Developer,"SQL, NLP, TensorFlow, Power BI",6,"We are hiring a Backend Developer.
Required experience: 6 years.
Skills required: SQL, NLP, TensorFlow, Power BI.",0.5,0,1,0.52586895,1,1
R792,"Professional Summary:
Candidate with 10 years of experience.

Skills:
Cloud Computing, NLP, SQL, Kubernetes, PyTorch

Experience:
- Optimized model performance and accuracy
- Deployed applications using cloud services
- Handled large-scale data processing tasks

Projects:
- Created interactive dashboards using Power BI

Certifications:
Deep Learning Specialization, AWS Certified","Cloud Computing, NLP, SQL, Kubernetes, PyTorch",10,Masters,Created interactive dashboards using Power BI,"Deep Learning Specialization, AWS Certified",Software Engineer,"SQL, Node.js, NLP, PyTorch, C++, React, TensorFlow, Django",4,"We are hiring a Software Engineer.
Required experience: 4 years.
Skills required: SQL, Node.js, NLP, PyTorch, C++, React, TensorFlow, Django.",0.38,1,1,0.701766604,1,1
R793,"Professional Summary:
Candidate with 9 years of experience.

Skills:
Java, TensorFlow, Excel, Power BI, Data Analysis, C++

Experience:
- Worked on real-world data science projects

Projects:
- Designed scalable backend systems using Node.js
- Built a machine learning model for predicting customer churn

Certifications:
None","Java, TensorFlow, Excel, Power BI, Data Analysis, C++",9,PhD,Designed scalable backend systems using Node.js; Built a machine learning model for predicting customer churn,None,ML Engineer,"Power BI, TensorFlow, Flask",6,"We are hiring a ML Engineer.
Required experience: 6 years.
Skills required: Power BI, TensorFlow, Flask.",0.67,1,1,0.800102937,1,1
R794,"Professional Summary:
Candidate with 9 years of experience.

Skills:
Excel, Node.js, C++, Deep Learning, React, TensorFlow, NLP

Experience:
- Handled large-scale data processing tasks
- Deployed applications using cloud services
- Worked on real-world data science projects

Projects:
- Built a machine learning model for predicting customer churn
- Designed scalable backend systems using Node.js
- Developed a web application using Flask and React

Certifications:
Deep Learning Specialization","Excel, Node.js, C++, Deep Learning, React, TensorFlow, NLP",9,PhD,Built a machine learning model for predicting customer churn; Designed scalable backend systems using Node.js; Developed a web application using Flask and React,Deep Learning Specialization,Frontend Developer,"Django, SQL, Docker, NLP, Machine Learning, Excel, Data Analysis, Power BI",4,"We are hiring a Frontend Developer.
Required experience: 4 years.
Skills required: Django, SQL, Docker, NLP, Machine Learning, Excel, Data Analysis, Power BI.",0.25,1,1,0.555433055,1,1
R795,"Professional Summary:
Candidate with 7 years of experience.

Skills:
Data Analysis, TensorFlow, NLP, Python, Django, C++

Experience:
- Handled large-scale data processing tasks
- Deployed applications using cloud services
- Collaborated with cross-functional teams

Projects:
- Built a machine learning model for predicting customer churn
- Designed scalable backend systems using Node.js

Certifications:
Deep Learning Specialization, NLP Certification","Data Analysis, TensorFlow, NLP, Python, Django, C++",7,Masters,Built a machine learning model for predicting customer churn; Designed scalable backend systems using Node.js,"Deep Learning Specialization, NLP Certification",Backend Developer,"PyTorch, Flask, Node.js, React",6,"We are hiring a Backend Developer.
Required experience: 6 years.
Skills required: PyTorch, Flask, Node.js, React.",0,1,1,0.711637173,1,1
R796,"Professional Summary:
Candidate with 7 years of experience.

Skills:
Deep Learning, Cloud Computing, Node.js, Data Analysis

Experience:
- Deployed applications using cloud services

Projects:
- Designed scalable backend systems using Node.js

Certifications:
NLP Certification","Deep Learning, Cloud Computing, Node.js, Data Analysis",7,PhD,Designed scalable backend systems using Node.js,NLP Certification,Frontend Developer,"Power BI, Docker, Java, Excel",1,"We are hiring a Frontend Developer.
Required experience: 1 years.
Skills required: Power BI, Docker, Java, Excel.",0,1,1,0.629635485,1,1
R797,"Professional Summary:
Candidate with 0 years of experience.

Skills:
Docker, Kubernetes, TensorFlow, Cloud Computing, React, Power BI, C++, Python

Experience:
- Optimized model performance and accuracy

Projects:
- Developed a web application using Flask and React

Certifications:
NLP Certification","Docker, Kubernetes, TensorFlow, Cloud Computing, React, Power BI, C++, Python",0,PhD,Developed a web application using Flask and React,NLP Certification,ML Engineer,"Excel, NLP, Node.js, Kubernetes, Power BI",5,"We are hiring a ML Engineer.
Required experience: 5 years.
Skills required: Excel, NLP, Node.js, Kubernetes, Power BI.",0.4,0,1,0.379539955,0,1
R798,"Professional Summary:
Candidate with 3 years of experience.

Skills:
Data Analysis, Deep Learning, Docker, C++, SQL, Cloud Computing

Experience:
- Collaborated with cross-functional teams
- Handled large-scale data processing tasks

Projects:
- Designed scalable backend systems using Node.js

Certifications:
NLP Certification, Microsoft Azure","Data Analysis, Deep Learning, Docker, C++, SQL, Cloud Computing",3,PhD,Designed scalable backend systems using Node.js,"NLP Certification, Microsoft Azure",Backend Developer,"Machine Learning, Cloud Computing, Kubernetes, NLP, Deep Learning, Java, TensorFlow",6,"We are hiring a Backend Developer.
Required experience: 6 years.
Skills required: Machine Learning, Cloud Computing, Kubernetes, NLP, Deep Learning, Java, TensorFlow.",0.29,0,1,0.423280961,1,1
R799,"Professional Summary:
Candidate with 5 years of experience.

Skills:
NLP, TensorFlow, Cloud Computing, React, SQL

Experience:
- Handled large-scale data processing tasks
- Collaborated with cross-functional teams

Projects:
- Designed scalable backend systems using Node.js

Certifications:
None","NLP, TensorFlow, Cloud Computing, React, SQL",5,Masters,Designed scalable backend systems using Node.js,None,Frontend Developer,"Cloud Computing, Node.js, Docker, Machine Learning",2,"We are hiring a Frontend Developer.
Required experience: 2 years.
Skills required: Cloud Computing, Node.js, Docker, Machine Learning.",0.25,1,1,0.676749814,1,1
R800,"Professional Summary:
Candidate with 7 years of experience.

Skills:
Machine Learning, TensorFlow, Kubernetes, Docker, NLP, Python, Cloud Computing

Experience:
- Optimized model performance and accuracy
- Deployed applications using cloud services
- Handled large-scale data processing tasks

Projects:
- Implemented deep learning models using TensorFlow
- Created interactive dashboards using Power BI

Certifications:
None","Machine Learning, TensorFlow, Kubernetes, Docker, NLP, Python, Cloud Computing",7,PhD,Implemented deep learning models using TensorFlow; Created interactive dashboards using Power BI,None,ML Engineer,"Power BI, Python, Data Analysis, C++, Cloud Computing",5,"We are hiring a ML Engineer.
Required experience: 5 years.
Skills required: Power BI, Python, Data Analysis, C++, Cloud Computing.",0.4,1,1,0.72217159,1,1
R801,"Professional Summary:
Candidate with 7 years of experience.

Skills:
Node.js, SQL, Machine Learning

Experience:
- Optimized model performance and accuracy
- Collaborated with cross-functional teams
- Deployed applications using cloud services

Projects:
- Developed a web application using Flask and React
- Built a machine learning model for predicting customer churn

Certifications:
None","Node.js, SQL, Machine Learning",7,PhD,Developed a web application using Flask and React; Built a machine learning model for predicting customer churn,None,Data Scientist,"Docker, Data Analysis, Kubernetes",3,"We are hiring a Data Scientist.
Required experience: 3 years.
Skills required: Docker, Data Analysis, Kubernetes.",0,1,1,0.395761713,0,1
R802,"Professional Summary:
Candidate with 1 years of experience.

Skills:
Cloud Computing, C++, Django

Experience:
- Collaborated with cross-functional teams
- Optimized model performance and accuracy
- Deployed applications using cloud services

Projects:
- Developed a web application using Flask and React
- Built a machine learning model for predicting customer churn

Certifications:
None","Cloud Computing, C++, Django",1,Masters,Developed a web application using Flask and React; Built a machine learning model for predicting customer churn,None,Software Engineer,"React, Node.js, Machine Learning, Power BI, Kubernetes, Data Analysis",4,"We are hiring a Software Engineer.
Required experience: 4 years.
Skills required: React, Node.js, Machine Learning, Power BI, Kubernetes, Data Analysis.",0,0,1,0.222886508,0,1
R803,"Professional Summary:
Candidate with 10 years of experience.

Skills:
Java, Python, Excel, Deep Learning, Docker

Experience:
- Deployed applications using cloud services
- Worked on real-world data science projects

Projects:
- Built a machine learning model for predicting customer churn
- Designed scalable backend systems using Node.js

Certifications:
Google Data Analytics","Java, Python, Excel, Deep Learning, Docker",10,Bachelors,Built a machine learning model for predicting customer churn; Designed scalable backend systems using Node.js,Google Data Analytics,Frontend Developer,"Node.js, React, Java, Deep Learning, Kubernetes, Power BI, Python",3,"We are hiring a Frontend Developer.
Required experience: 3 years.
Skills required: Node.js, React, Java, Deep Learning, Kubernetes, Power BI, Python.",0.43,1,0,0.653443085,1,1
R804,"Professional Summary:
Candidate with 2 years of experience.

Skills:
Deep Learning, Power BI, Node.js, Docker, Data Analysis

Experience:
- Handled large-scale data processing tasks
- Deployed applications using cloud services

Projects:
- Designed scalable backend systems using Node.js
- Implemented deep learning models using TensorFlow

Certifications:
AWS Certified","Deep Learning, Power BI, Node.js, Docker, Data Analysis",2,Bachelors,Designed scalable backend systems using Node.js; Implemented deep learning models using TensorFlow,AWS Certified,Data Analyst,"Django, Excel, C++, NLP, SQL, Power BI, Docker",3,"We are hiring a Data Analyst.
Required experience: 3 years.
Skills required: Django, Excel, C++, NLP, SQL, Power BI, Docker.",0.29,0,0,0.241524916,0,1
R805,"Professional Summary:
Candidate with 9 years of experience.

Skills:
Cloud Computing, Excel, PyTorch, Flask, NLP, Kubernetes, Django

Experience:
- Handled large-scale data processing tasks
- Worked on real-world data science projects

Projects:
- Designed scalable backend systems using Node.js

Certifications:
None","Cloud Computing, Excel, PyTorch, Flask, NLP, Kubernetes, Django",9,Masters,Designed scalable backend systems using Node.js,None,Data Scientist,"Flask, Cloud Computing, Python, Deep Learning, Django, PyTorch, Node.js, Kubernetes",1,"We are hiring a Data Scientist.
Required experience: 1 years.
Skills required: Flask, Cloud Computing, Python, Deep Learning, Django, PyTorch, Node.js, Kubernetes.",0.62,1,1,0.770933271,1,1
R806,"Professional Summary:
Candidate with 1 years of experience.

Skills:
C++, Docker, Power BI, Node.js

Experience:
- Collaborated with cross-functional teams

Projects:
- Built a machine learning model for predicting customer churn

Certifications:
Microsoft Azure","C++, Docker, Power BI, Node.js",1,Bachelors,Built a machine learning model for predicting customer churn,Microsoft Azure,Data Scientist,"Cloud Computing, React, Java, Data Analysis, PyTorch",6,"We are hiring a Data Scientist.
Required experience: 6 years.
Skills required: Cloud Computing, React, Java, Data Analysis, PyTorch.",0,0,0,0.230310104,0,1
R807,"Professional Summary:
Candidate with 8 years of experience.

Skills:
TensorFlow, NLP, Machine Learning, C++, Deep Learning, Django

Experience:
- Collaborated with cross-functional teams
- Deployed applications using cloud services

Projects:
- Implemented deep learning models using TensorFlow
- Designed scalable backend systems using Node.js
- Created interactive dashboards using Power BI

Certifications:
Deep Learning Specialization, Google Data Analytics","TensorFlow, NLP, Machine Learning, C++, Deep Learning, Django",8,PhD,Implemented deep learning models using TensorFlow; Designed scalable backend systems using Node.js; Created interactive dashboards using Power BI,"Deep Learning Specialization, Google Data Analytics",Data Analyst,"Django, C++, Flask, Deep Learning, Docker, Python, SQL, NLP",5,"We are hiring a Data Analyst.
Required experience: 5 years.
Skills required: Django, C++, Flask, Deep Learning, Docker, Python, SQL, NLP.",0.5,1,1,0.977670554,1,1
R808,"Professional Summary:
Candidate with 8 years of experience.

Skills:
NLP, Docker, C++, Data Analysis, Java, Excel, Machine Learning, SQL

Experience:
- Handled large-scale data processing tasks

Projects:
- Developed a web application using Flask and React
- Designed scalable backend systems using Node.js
- Built a machine learning model for predicting customer churn

Certifications:
None","NLP, Docker, C++, Data Analysis, Java, Excel, Machine Learning, SQL",8,Bachelors,Developed a web application using Flask and React; Designed scalable backend systems using Node.js; Built a machine learning model for predicting customer churn,None,Software Engineer,"Python, C++, SQL, Java, Data Analysis, Docker, PyTorch, React",5,"We are hiring a Software Engineer.
Required experience: 5 years.
Skills required: Python, C++, SQL, Java, Data Analysis, Docker, PyTorch, React.",0.62,1,0,0.685251811,1,1
R809,"Professional Summary:
Candidate with 3 years of experience.

Skills:
Flask, Excel, React, NLP

Experience:
- Handled large-scale data processing tasks
- Worked on real-world data science projects

Projects:
- Implemented deep learning models using TensorFlow
- Created interactive dashboards using Power BI
- Built a machine learning model for predicting customer churn

Certifications:
Google Data Analytics, Deep Learning Specialization","Flask, Excel, React, NLP",3,PhD,Implemented deep learning models using TensorFlow; Created interactive dashboards using Power BI; Built a machine learning model for predicting customer churn,"Google Data Analytics, Deep Learning Specialization",Frontend Developer,"NLP, PyTorch, Docker, React, Power BI, TensorFlow",3,"We are hiring a Frontend Developer.
Required experience: 3 years.
Skills required: NLP, PyTorch, Docker, React, Power BI, TensorFlow.",0.33,1,1,0.667304747,1,1
R810,"Professional Summary:
Candidate with 0 years of experience.

Skills:
Docker, TensorFlow, Excel, React, SQL, Data Analysis, Django, C++

Experience:
- Deployed applications using cloud services
- Handled large-scale data processing tasks
- Optimized model performance and accuracy

Projects:
- Designed scalable backend systems using Node.js

Certifications:
None","Docker, TensorFlow, Excel, React, SQL, Data Analysis, Django, C++",0,Masters,Designed scalable backend systems using Node.js,None,Backend Developer,"Machine Learning, Kubernetes, Java, NLP",6,"We are hiring a Backend Developer.
Required experience: 6 years.
Skills required: Machine Learning, Kubernetes, Java, NLP.",0,0,1,0.29545236,0,1
R811,"Professional Summary:
Candidate with 3 years of experience.

Skills:
Machine Learning, React, NLP, SQL, Power BI, Cloud Computing

Experience:
- Collaborated with cross-functional teams
- Handled large-scale data processing tasks

Projects:
- Developed a web application using Flask and React
- Designed scalable backend systems using Node.js

Certifications:
None","Machine Learning, React, NLP, SQL, Power BI, Cloud Computing",3,Bachelors,Developed a web application using Flask and React; Designed scalable backend systems using Node.js,None,Software Engineer,"PyTorch, Data Analysis, Flask, NLP, Java, Docker, TensorFlow",3,"We are hiring a Software Engineer.
Required experience: 3 years.
Skills required: PyTorch, Data Analysis, Flask, NLP, Java, Docker, TensorFlow.",0.14,1,0,0.558812283,1,1
R812,"Professional Summary:
Candidate with 2 years of experience.

Skills:
PyTorch, SQL, C++, Power BI, Excel, Django, TensorFlow, Machine Learning

Experience:
- Optimized model performance and accuracy
- Handled large-scale data processing tasks
- Collaborated with cross-functional teams

Projects:
- Created interactive dashboards using Power BI
- Developed a web application using Flask and React
- Designed scalable backend systems using Node.js

Certifications:
Google Data Analytics, Microsoft Azure","PyTorch, SQL, C++, Power BI, Excel, Django, TensorFlow, Machine Learning",2,Masters,Created interactive dashboards using Power BI; Developed a web application using Flask and React; Designed scalable backend systems using Node.js,"Google Data Analytics, Microsoft Azure",Data Scientist,"Django, React, Power BI, NLP, Kubernetes, Data Analysis",3,"We are hiring a Data Scientist.
Required experience: 3 years.
Skills required: Django, React, Power BI, NLP, Kubernetes, Data Analysis.",0.33,0,1,0.370732138,0,1
R813,"Professional Summary:
Candidate with 9 years of experience.

Skills:
Python, Cloud Computing, Excel, Node.js

Experience:
- Collaborated with cross-functional teams

Projects:
- Built a machine learning model for predicting customer churn
- Developed a web application using Flask and React
- Implemented deep learning models using TensorFlow

Certifications:
NLP Certification, Deep Learning Specialization","Python, Cloud Computing, Excel, Node.js",9,Masters,Built a machine learning model for predicting customer churn; Developed a web application using Flask and React; Implemented deep learning models using TensorFlow,"NLP Certification, Deep Learning Specialization",Backend Developer,"Django, SQL, NLP, Java",3,"We are hiring a Backend Developer.
Required experience: 3 years.
Skills required: Django, SQL, NLP, Java.",0,1,1,0.776252565,1,1
R814,"Professional Summary:
Candidate with 3 years of experience.

Skills:
Django, Node.js, React, Machine Learning

Experience:
- Collaborated with cross-functional teams

Projects:
- Created interactive dashboards using Power BI
- Developed a web application using Flask and React
- Designed scalable backend systems using Node.js

Certifications:
NLP Certification, Google Data Analytics","Django, Node.js, React, Machine Learning",3,Masters,Created interactive dashboards using Power BI; Developed a web application using Flask and React; Designed scalable backend systems using Node.js,"NLP Certification, Google Data Analytics",Data Scientist,"Machine Learning, Deep Learning, Docker, Kubernetes, Node.js, React, Django, Python",5,"We are hiring a Data Scientist.
Required experience: 5 years.
Skills required: Machine Learning, Deep Learning, Docker, Kubernetes, Node.js, React, Django, Python.",0.5,0,1,0.660968909,1,1
R815,"Professional Summary:
Candidate with 8 years of experience.

Skills:
NLP, Java, TensorFlow, Excel

Experience:
- Handled large-scale data processing tasks
- Optimized model performance and accuracy
- Worked on real-world data science projects

Projects:
- Implemented deep learning models using TensorFlow
- Designed scalable backend systems using Node.js
- Developed a web application using Flask and React

Certifications:
Google Data Analytics, Microsoft Azure","NLP, Java, TensorFlow, Excel",8,Masters,Implemented deep learning models using TensorFlow; Designed scalable backend systems using Node.js; Developed a web application using Flask and React,"Google Data Analytics, Microsoft Azure",Software Engineer,"TensorFlow, Kubernetes, Java, Node.js, Machine Learning, Python, Deep Learning, PyTorch",2,"We are hiring a Software Engineer.
Required experience: 2 years.
Skills required: TensorFlow, Kubernetes, Java, Node.js, Machine Learning, Python, Deep Learning, PyTorch.",0.25,1,1,0.755651417,1,1
R816,"Professional Summary:
Candidate with 2 years of experience.

Skills:
SQL, Cloud Computing, Machine Learning, Django, Java, NLP

Experience:
- Handled large-scale data processing tasks
- Collaborated with cross-functional teams
- Optimized model performance and accuracy

Projects:
- Designed scalable backend systems using Node.js
- Built a machine learning model for predicting customer churn
- Implemented deep learning models using TensorFlow

Certifications:
None","SQL, Cloud Computing, Machine Learning, Django, Java, NLP",2,Bachelors,Designed scalable backend systems using Node.js; Built a machine learning model for predicting customer churn; Implemented deep learning models using TensorFlow,None,Backend Developer,"Docker, Python, SQL, C++, Machine Learning, Power BI, Deep Learning, Cloud Computing",6,"We are hiring a Backend Developer.
Required experience: 6 years.
Skills required: Docker, Python, SQL, C++, Machine Learning, Power BI, Deep Learning, Cloud Computing.",0.38,0,0,0.327382631,0,1
R817,"Professional Summary:
Candidate with 1 years of experience.

Skills:
Data Analysis, Java, PyTorch, Python, C++, Node.js, Power BI

Experience:
- Worked on real-world data science projects
- Collaborated with cross-functional teams

Projects:
- Designed scalable backend systems using Node.js
- Implemented deep learning models using TensorFlow
- Built a machine learning model for predicting customer churn

Certifications:
AWS Certified, Google Data Analytics","Data Analysis, Java, PyTorch, Python, C++, Node.js, Power BI",1,Bachelors,Designed scalable backend systems using Node.js; Implemented deep learning models using TensorFlow; Built a machine learning model for predicting customer churn,"AWS Certified, Google Data Analytics",Frontend Developer,"Machine Learning, Data Analysis, NLP, PyTorch",6,"We are hiring a Frontend Developer.
Required experience: 6 years.
Skills required: Machine Learning, Data Analysis, NLP, PyTorch.",0.5,0,0,0.419700811,1,1
R818,"Professional Summary:
Candidate with 10 years of experience.

Skills:
Django, Flask, PyTorch, Deep Learning, Python, Java, C++, Docker

Experience:
- Collaborated with cross-functional teams

Projects:
- Built a machine learning model for predicting customer churn

Certifications:
Deep Learning Specialization","Django, Flask, PyTorch, Deep Learning, Python, Java, C++, Docker",10,Bachelors,Built a machine learning model for predicting customer churn,Deep Learning Specialization,Software Engineer,"Machine Learning, Java, Django",2,"We are hiring a Software Engineer.
Required experience: 2 years.
Skills required: Machine Learning, Java, Django.",0.67,1,0,0.533095158,1,1
R819,"Professional Summary:
Candidate with 3 years of experience.

Skills:
Cloud Computing, Node.js, Django, Power BI, Machine Learning, C++, Docker, Kubernetes

Experience:
- Collaborated with cross-functional teams
- Worked on real-world data science projects

Projects:
- Designed scalable backend systems using Node.js
- Developed a web application using Flask and React

Certifications:
Deep Learning Specialization","Cloud Computing, Node.js, Django, Power BI, Machine Learning, C++, Docker, Kubernetes",3,Bachelors,Designed scalable backend systems using Node.js; Developed a web application using Flask and React,Deep Learning Specialization,Frontend Developer,"Django, C++, Node.js, Machine Learning",2,"We are hiring a Frontend Developer.
Required experience: 2 years.
Skills required: Django, C++, Node.js, Machine Learning.",1,1,0,0.800559172,1,1
R820,"Professional Summary:
Candidate with 8 years of experience.

Skills:
NLP, Machine Learning, SQL, C++, Python

Experience:
- Optimized model performance and accuracy
- Collaborated with cross-functional teams
- Worked on real-world data science projects

Projects:
- Designed scalable backend systems using Node.js
- Developed a web application using Flask and React

Certifications:
AWS Certified","NLP, Machine Learning, SQL, C++, Python",8,PhD,Designed scalable backend systems using Node.js; Developed a web application using Flask and React,AWS Certified,Backend Developer,"Kubernetes, Deep Learning, Python, Data Analysis, Docker",3,"We are hiring a Backend Developer.
Required experience: 3 years.
Skills required: Kubernetes, Deep Learning, Python, Data Analysis, Docker.",0.2,1,1,0.720856035,1,1
R821,"Professional Summary:
Candidate with 10 years of experience.

Skills:
Kubernetes, SQL, Python, Data Analysis, Docker

Experience:
- Collaborated with cross-functional teams

Projects:
- Created interactive dashboards using Power BI
- Developed a web application using Flask and React
- Designed scalable backend systems using Node.js

Certifications:
Deep Learning Specialization, AWS Certified","Kubernetes, SQL, Python, Data Analysis, Docker",10,PhD,Created interactive dashboards using Power BI; Developed a web application using Flask and React; Designed scalable backend systems using Node.js,"Deep Learning Specialization, AWS Certified",Data Analyst,"Deep Learning, Excel, Data Analysis",4,"We are hiring a Data Analyst.
Required experience: 4 years.
Skills required: Deep Learning, Excel, Data Analysis.",0.33,1,1,0.63472294,1,1
R822,"Professional Summary:
Candidate with 2 years of experience.

Skills:
TensorFlow, Cloud Computing, Docker, Kubernetes, Deep Learning

Experience:
- Collaborated with cross-functional teams
- Worked on real-world data science projects
- Deployed applications using cloud services

Projects:
- Created interactive dashboards using Power BI

Certifications:
None","TensorFlow, Cloud Computing, Docker, Kubernetes, Deep Learning",2,Bachelors,Created interactive dashboards using Power BI,None,Data Analyst,"Flask, Machine Learning, Docker",5,"We are hiring a Data Analyst.
Required experience: 5 years.
Skills required: Flask, Machine Learning, Docker.",0.33,0,0,0.133383085,0,1
R823,"Professional Summary:
Candidate with 0 years of experience.

Skills:
React, Power BI, PyTorch, Excel

Experience:
- Handled large-scale data processing tasks
- Worked on real-world data science projects

Projects:
- Designed scalable backend systems using Node.js
- Built a machine learning model for predicting customer churn
- Developed a web application using Flask and React

Certifications:
AWS Certified, Deep Learning Specialization","React, Power BI, PyTorch, Excel",0,Bachelors,Designed scalable backend systems using Node.js; Built a machine learning model for predicting customer churn; Developed a web application using Flask and React,"AWS Certified, Deep Learning Specialization",Data Analyst,"Deep Learning, PyTorch, C++, Machine Learning",3,"We are hiring a Data Analyst.
Required experience: 3 years.
Skills required: Deep Learning, PyTorch, C++, Machine Learning.",0.25,0,0,0.319450608,0,1
R824,"Professional Summary:
Candidate with 4 years of experience.

Skills:
Excel, NLP, Python, Power BI, Docker

Experience:
- Handled large-scale data processing tasks

Projects:
- Built a machine learning model for predicting customer churn

Certifications:
None","Excel, NLP, Python, Power BI, Docker",4,Bachelors,Built a machine learning model for predicting customer churn,None,ML Engineer,"React, Django, Docker, Flask, TensorFlow, Kubernetes",3,"We are hiring a ML Engineer.
Required experience: 3 years.
Skills required: React, Django, Docker, Flask, TensorFlow, Kubernetes.",0.17,1,0,0.427885348,1,1
R825,"Professional Summary:
Candidate with 2 years of experience.

Skills:
SQL, Docker, Django, TensorFlow, NLP, Deep Learning, Data Analysis

Experience:
- Deployed applications using cloud services
- Handled large-scale data processing tasks

Projects:
- Implemented deep learning models using TensorFlow
- Built a machine learning model for predicting customer churn

Certifications:
None","SQL, Docker, Django, TensorFlow, NLP, Deep Learning, Data Analysis",2,Bachelors,Implemented deep learning models using TensorFlow; Built a machine learning model for predicting customer churn,None,Data Scientist,"Java, TensorFlow, PyTorch",1,"We are hiring a Data Scientist.
Required experience: 1 years.
Skills required: Java, TensorFlow, PyTorch.",0.33,1,0,0.659290018,1,1
R826,"Professional Summary:
Candidate with 6 years of experience.

Skills:
Machine Learning, Java, Data Analysis, Python, Kubernetes, Docker, Django

Experience:
- Worked on real-world data science projects
- Deployed applications using cloud services

Projects:
- Built a machine learning model for predicting customer churn

Certifications:
Deep Learning Specialization","Machine Learning, Java, Data Analysis, Python, Kubernetes, Docker, Django",6,PhD,Built a machine learning model for predicting customer churn,Deep Learning Specialization,Software Engineer,"Node.js, Java, Python, Machine Learning, Kubernetes, Docker",6,"We are hiring a Software Engineer.
Required experience: 6 years.
Skills required: Node.js, Java, Python, Machine Learning, Kubernetes, Docker.",0.83,1,1,0.787237132,1,1
R827,"Professional Summary:
Candidate with 1 years of experience.

Skills:
Django, Machine Learning, Deep Learning, Python, Flask

Experience:
- Worked on real-world data science projects
- Deployed applications using cloud services
- Collaborated with cross-functional teams

Projects:
- Built a machine learning model for predicting customer churn
- Implemented deep learning models using TensorFlow
- Designed scalable backend systems using Node.js

Certifications:
None","Django, Machine Learning, Deep Learning, Python, Flask",1,Masters,Built a machine learning model for predicting customer churn; Implemented deep learning models using TensorFlow; Designed scalable backend systems using Node.js,None,Data Scientist,"Java, Django, Power BI, Cloud Computing",1,"We are hiring a Data Scientist.
Required experience: 1 years.
Skills required: Java, Django, Power BI, Cloud Computing.",0.25,1,1,0.604085961,1,1
R828,"Professional Summary:
Candidate with 4 years of experience.

Skills:
C++, Docker, Node.js

Experience:
- Collaborated with cross-functional teams

Projects:
- Developed a web application using Flask and React
- Implemented deep learning models using TensorFlow

Certifications:
None","C++, Docker, Node.js",4,Masters,Developed a web application using Flask and React; Implemented deep learning models using TensorFlow,None,Data Scientist,"PyTorch, Flask, NLP",3,"We are hiring a Data Scientist.
Required experience: 3 years.
Skills required: PyTorch, Flask, NLP.",0,1,1,0.571250374,1,1
R829,"Professional Summary:
Candidate with 4 years of experience.

Skills:
Node.js, Docker, Django, Flask, TensorFlow, Data Analysis, C++

Experience:
- Worked on real-world data science projects
- Optimized model performance and accuracy
- Handled large-scale data processing tasks

Projects:
- Developed a web application using Flask and React

Certifications:
None","Node.js, Docker, Django, Flask, TensorFlow, Data Analysis, C++",4,Masters,Developed a web application using Flask and React,None,Frontend Developer,"Kubernetes, NLP, Django, Excel",4,"We are hiring a Frontend Developer.
Required experience: 4 years.
Skills required: Kubernetes, NLP, Django, Excel.",0.25,1,1,0.535665382,1,1
